מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם מנפיק,מספר מנפיק,סוג מספר מזהה מנפיק,שם נייר ערך,מספר נייר ערך,סוג מספר נייר ערך,מאפיין עיקרי,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,זירת מסחר,סיווג הקרן,בעל עניין/צד קשור,מטבע פעילות,ערך נקוב (יחידות),שער חליפין,שער נייר הערך,סכום לקבל (במטבע הפעילות),"שווי הוגן (באלפי ש""ח)",שיעור מערך נקוב מונפק,שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה,Unnamed: 23,סוף מידע
1329,14304.0,Health Care Select Sector SPDR,549300EJNY3KKJHPOY44,LEI,Health Care Select Sector SPDR,US81369Y2090,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,1.34,3.306,13917.0,,0.617,5.3770795e-11,0.062546,0.001355,,
1329,14304.0,Invesco QQQ Trust Series 1,549300VY6FEJBCIMET58,LEI,Invesco QQQ Trust Series 1,US46090E1038,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NASDAQ,Index Funds,לא,USD,0.02,3.306,60037.0,1e-05,0.044,3.11524e-13,0.004431,9.6e-05,,
1329,14304.0,ISHARES GLOBAL ENERGY ETF,5493005XHS63FFTJXT53,LEI,iShares Global Energy ETF,US4642873412,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",גלובלי,NYSE,Index Funds,לא,USD,0.0,3.306,4175.0,,0.0,0.0,1e-06,0.0,,
1329,14304.0,iShares Core S&P 500 ETF,5493006ESS9BM09FB892,LEI,iShares Core S&P 500 ETF,US4642872000,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,0.0,3.306,66930.0,,0.0,0.0,2.4e-05,0.0,,
1329,14304.0,Daiwa ETF-Nikkei 225,549300IFDFSDRT4D3076,LEI,iFree ETF-Nikkei 225,JP3027640006,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",יפן,TSE,Index Funds,לא,JPY,0.0,0.022332,4649000.0,,0.0,0.0,1.7e-05,0.0,,
1329,14304.0,Energy Select Sector SPDR Fund,54930064FLK0RD4TRU75,LEI,Energy Select Sector SPDR Fund,US81369Y5069,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,6.59,3.306,8934.0,,1.948,2.19206442e-10,0.19747,0.004278,,
1329,14304.0,First Trust NASDAQ Clean Edge,549300IMO4B4W5RWYH14,LEI,First Trust NASDAQ Clean Edge,US33737A1088,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",גלובלי,NASDAQ,Index Funds,לא,USD,0.0,3.306,15108.0,0.0,0.0,0.0,2e-05,0.0,,
1329,14304.0,Lyxor STOXX Europe 600 Banks U,2138008FBK1VTTPX5W27,LEI,Amundi Stoxx Europe 600 Banks,LU1834983477,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",אירופה,EURONEXT,Index Funds,לא,EUR,5.64,3.8807,5212.4,,1.141,1.680048952e-09,0.115638,0.002505,,
1329,14304.0,Invesco KBW Bank ETF,5493006QRDPX6RZ3LB17,LEI,INVESCO KBW BANK ETF,US46138E6288,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NASDAQ,Index Funds,לא,USD,0.0,3.306,7821.0,,0.0,0.0,1e-06,0.0,,
1329,14304.0,VanEck Vectors Semiconductor ETF,549300MJTG2N9QRH7I02,LEI,VanEck Semiconductor ETF,US92189F6768,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NASDAQ,Index Funds,לא,USD,0.0,3.306,32636.0,,0.0,0.0,2.2e-05,0.0,,
1329,14304.0,SPDR S&P 500 ETF Trust,549300NZAMSJ8FXPQQ63,LEI,SPDR S&P 500 ETF Trust,US78462F1030,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,0.0,3.306,66618.0,0.0,0.009,0.0,0.000926,2e-05,,
1329,14304.0,Lyxor Core STOXX Europe 600 DR,213800RFZBG42O5X1D89,LEI,Amundi Stoxx Europe 600 UCITS,LU0908500753,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",אירופה,EURONEXT,Index Funds,לא,EUR,4.2,3.8807,26801.0,,4.371,8.31621856e-10,0.44303,0.009599,,
1329,14304.0,Vanguard S&P 500 ETF,5493002789CX3L0CJP65,LEI,Vanguard S&P 500 ETF,US9229083632,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,0.0,3.306,61238.0,0.0,0.0,0.0,2.4e-05,0.0,,
1329,14304.0,NORTHERN STAR INVESTMENT -A,635400HBDZSRZI7VAV18,LEI,Invesco STOXX Europe 600 UCITS,IE00B60SWW18,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",אירופה,FWB,Index Funds,לא,EUR,0.0,3.8807,13938.0,,0.0,0.0,2.7e-05,0.0,,
1329,14304.0,NEXT FUNDS TOPIX Exchange Trad,353800U3TPEO41XXQE39,LEI,NEXT FUNDS TOPIX Exchange Trad,JP3027630007,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",יפן,TSE,Index Funds,לא,JPY,0.01,0.022332,328300.0,,0.001,1.2322e-14,8.6e-05,1e-06,,
1329,14304.0,Global X Copper Miners ETF,549300L5RUQZ388WGS57,LEI,Global X Copper Miners ETF,US37954Y8306,ISIN,"עוקב אחר מדדים אחרים בחו""ל","חו""ל",גלובלי,NYSE,Index Funds,לא,USD,8.73,3.306,5981.0,,1.728,1.775495453e-09,0.175106,0.003794,,
1329,14305.0,Global X Copper Miners ETF,549300L5RUQZ388WGS57,LEI,Global X Copper Miners ETF,US37954Y8306,ISIN,"עוקב אחר מדדים אחרים בחו""ל","חו""ל",גלובלי,NYSE,Index Funds,לא,USD,57.0,3.306,5981.0,,11.271,1.1592582e-08,0.003401,0.002348,,
1329,14305.0,NEXT FUNDS TOPIX Exchange Trad,353800U3TPEO41XXQE39,LEI,NEXT FUNDS TOPIX Exchange Trad,JP3027630007,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",יפן,TSE,Index Funds,לא,JPY,658.0,0.022332,328300.0,,48.242,8.10798636e-10,0.014559,0.010053,,
1329,14305.0,NORTHERN STAR INVESTMENT -A,635400HBDZSRZI7VAV18,LEI,Invesco STOXX Europe 600 UCITS,IE00B60SWW18,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל",אירופה,FWB,Index Funds,לא,EUR,179.0,3.8807,13938.0,,96.82,3.8717238284e-07,0.029219,0.020177,,
1329,14305.0,VanEck Vectors Semiconductor ETF,549300MJTG2N9QRH7I02,LEI,VanEck Semiconductor ETF,US92189F6768,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NASDAQ,Index Funds,לא,USD,65.0,3.306,32636.0,,70.132,6.589046457e-09,0.021165,0.014615,,
1329,14305.0,Vanguard Information Technolog,5493002789CX3L0CJP65,LEI,Vanguard Information Technolog,US92204A7028,ISIN,"עוקב אחר מדדי מניות בחו""ל","חו""ל","ארה""ב",NYSE,Index Funds,לא,USD,74.0,3.306,74663.0,,182.659,5.073727475e-09,0.055125,0.038067,,
