מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם מנפיק,מספר מנפיק,סוג מספר מזהה מנפיק,שם נייר ערך,מספר נייר ערך,סוג מספר נייר ערך,מאפיין עיקרי,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,ענף מסחר,נכס בסיס,תאריך פקיעה,בעל עניין/צד קשור,תאריך רכישה,מטבע פעילות,סוג גורם משערך,תלות/אי-תלות המשערך,תאריך שערוך אחרון,שער מימוש,יחס המרה,ערך נקוב (יחידות),שער נייר הערך,שער חליפין,"שווי הוגן (בש""ח)",שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה
209,14285.0,Odysight.ai Inc,549300FBP1ANSJE5TE25,LEI,אפ לס ODYS US 31/03/2026,620080903,פנימי,מניה,"חו""ל","ארה""ב","Electronic Equipment, Instruments & Components",מניות לרבות מדדי מניות,2026-03-31,לא,2023-03-27,USD,אחר,אי-תלות,2025-09-30,1.15,1.0,84.31,0.608,3.306,0.00169,4e-06,0.0
209,15217.0,"אנלייט אנרגיה מתחדשת בע""מ",520041146,ח.פ.,CALL001 אנלייט 17.12.2025,IL0007200111,ISIN,מניה,ישראל,ישראל,אנרגיה מתחדשת,מניות לרבות מדדי מניות,2025-12-17,לא,2024-12-18,ILS,אחר,אי-תלות,2025-09-30,5869.0,1.0,59.13,10190.0,1.0,6.02509,0.028629,0.000352
209,15217.0,"טופ גאם תעשיות בע""מ",513561399,ח.פ.,אפ לס טופ גאם 31.01.2027,IL0011791428,ISIN,מניה,ישראל,ישראל,פודטק,מניות לרבות מדדי מניות,2027-01-31,לא,2025-07-31,ILS,אחר,אי-תלות,2025-09-30,1025.0,0.01,83.33,125.559153,1.0,0.10463,0.000497,6e-06
209,15217.0,"אחים דוניץ בע""מ",520038605,ח.פ.,אפ לס דוניץ 31.12.25,IL0004000100,ISIN,מניה,ישראל,ישראל,בנייה,מניות לרבות מדדי מניות,2025-12-31,לא,2025-01-24,ILS,אחר,אי-תלות,2025-09-30,272.5,0.01,4.47,1076.583553,1.0,0.04812,0.000228,2e-06
209,15217.0,"קבוצת אקרו בע""מ",511996803,ח.פ.,אפ לס אקרו 05.08.2026,IL0011849028,ISIN,מניה,ישראל,ישראל,בנייה,מניות לרבות מדדי מניות,2026-08-05,לא,2025-04-07,ILS,אחר,אי-תלות,2025-09-30,70.0,0.01,2.75,123.307002,1.0,0.00339,1.6e-05,0.0
209,15217.0,"רוטשטיין נדל""ן בע""מ",520039959,ח.פ.,אפ לס בכספת-רוטשטין 26.07.2026,IL0005390153,ISIN,מניה,ישראל,ישראל,בנייה,מניות לרבות מדדי מניות,2026-07-26,לא,2025-01-28,ILS,אחר,אי-תלות,2025-09-30,73.0,0.01,21.87,2363.490861,1.0,0.51693,0.002456,3e-05
209,15217.0,"אנלייט אנרגיה מתחדשת בע""מ",520041146,ח.פ.,CALL001 אנלייט 17.12.2025,IL0007200111,ISIN,מניה,ישראל,ישראל,אנרגיה מתחדשת,מניות לרבות מדדי מניות,2025-12-17,לא,2024-12-31,ILS,אחר,אי-תלות,2025-09-30,5869.0,1.0,180.93,10190.0,1.0,18.43689,0.087605,0.001077
209,15217.0,"סולאיר אנרגיות מתחדשות בע""מ",516046307,ח.פ.,אפ לס סולאיר סדרה א 25.12.2025,11722872,פנימי,מניה,ישראל,ישראל,אנרגיה מתחדשת,מניות לרבות מדדי מניות,2025-12-25,לא,2024-04-30,ILS,אחר,אי-תלות,2025-09-30,38.52,0.01,11.48,788.722208,1.0,0.09055,0.00043,5e-06
209,15217.0,"סולאיר אנרגיות מתחדשות בע""מ",516046307,ח.פ.,אפ לס סולאיר סדרה ב 25.12.2027,11722873,פנימי,מניה,ישראל,ישראל,אנרגיה מתחדשת,מניות לרבות מדדי מניות,2027-12-25,לא,2024-04-30,ILS,אחר,אי-תלות,2025-09-30,45.63,0.01,11.48,1109.37802,1.0,0.12736,0.000605,7e-06
209,15217.0,"בנק הפועלים בע""מ",520000118,ח.פ.,פועלים 03.07.2026 CALL001,IL0006625771,ISIN,מניה,"חו""ל",ישראל,בנקים,מניות לרבות מדדי מניות,2026-07-03,לא,2025-07-03,ILS,אחר,אי-תלות,2025-09-30,6300.0,1.0,135.96,6732.0,1.0,9.15313,0.043492,0.000534
209,15217.0,"בנק הפועלים בע""מ",520000118,ח.פ.,עסקת פועלים CALL 18.09.26,IL0006625771,ISIN,מניה,"חו""ל",ישראל,בנקים,מניות לרבות מדדי מניות,2026-09-18,לא,2025-09-18,ILS,אחר,אי-תלות,2025-09-30,6415.0,1.0,226.96,6732.0,1.0,15.2791,0.072601,0.000892
209,15217.0,"בנק הפועלים בע""מ",520000118,ח.פ.,עסקת CALL001 פועלים 12.08.2026,IL0006625771,ISIN,מניה,"חו""ל",ישראל,בנקים,מניות לרבות מדדי מניות,2026-08-12,לא,2025-08-13,ILS,אחר,אי-תלות,2025-09-30,6389.0,1.0,226.16,6732.0,1.0,15.22536,0.072345,0.000889
209,15217.0,"כלל החזקות עסקי ביטוח בע""מ",520036120,ח.פ.,CALL001 כלל 15.07.26,IL0002240146,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2026-07-14,לא,2025-07-15,ILS,אחר,אי-תלות,2025-09-30,8629.0,1.0,32.73,16970.0,1.0,5.55382,0.026389,0.000324
209,15217.0,"בנק לאומי לישראל בע""מ",520018078,ח.פ.,26.09.26 עסקת CALL לאומי,IL0006046119,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2026-09-26,לא,2025-09-26,ILS,אחר,אי-תלות,2025-09-30,5965.0,1.0,274.08,6529.0,1.0,17.89491,0.08503,0.001045
209,15217.0,בזק,520031931,ח.פ.,CALL001 בזק 26/05/2026,IL0002300114,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2026-05-26,לא,2025-05-27,ILS,אחר,אי-תלות,2025-09-30,551.6,1.0,1207.24,634.7,1.0,7.66233,0.036408,0.000447
209,15217.0,"ישראכרט בע""מ",510706153,ח.פ.,ישראכרט 07.05.2026 CALL001,IL0011574030,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2026-05-07,לא,2025-05-07,ILS,אחר,אי-תלות,2025-09-30,1699.0,1.0,60.79,1338.0,1.0,0.81342,0.003865,4.7e-05
209,15217.0,"בנק לאומי לישראל בע""מ",520018078,ח.פ.,26.11.25 עסקת CALL לאומי,IL0006046119,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2025-11-26,לא,2024-12-31,ILS,אחר,אי-תלות,2025-09-30,4259.0,1.0,337.38,6529.0,1.0,22.02777,0.104668,0.001287
209,15217.0,"בנק לאומי לישראל בע""מ",520018078,ח.פ.,עסקת לאומי CALL 18.09.26,IL0006046119,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2026-09-18,לא,2025-09-18,ILS,אחר,אי-תלות,2025-09-30,6235.0,1.0,232.82,6529.0,1.0,15.20055,0.072227,0.000888
209,15217.0,"בנק הפועלים בע""מ",520000118,ח.פ.,CALL001 פועלים 26.05.26,IL0006625771,ISIN,מניה,"חו""ל",ישראל,בנקים,מניות לרבות מדדי מניות,2026-05-26,לא,2025-05-27,ILS,אחר,אי-תלות,2025-09-30,5784.0,1.0,64.98,6732.0,1.0,4.37416,0.020784,0.000255
209,15217.0,"כלל החזקות עסקי ביטוח בע""מ",520036120,ח.פ.,CALL001 כלל 17.12.25,IL0002240146,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2025-12-17,לא,2024-12-22,ILS,אחר,אי-תלות,2025-09-30,8629.0,1.0,26.61,16970.0,1.0,4.5153,0.021455,0.000263
209,15217.0,"בנק הפועלים בע""מ",520000118,ח.פ.,26.11.25 עסקת CALL פועלים,IL0006625771,ISIN,מניה,"חו""ל",ישראל,בנקים,מניות לרבות מדדי מניות,2025-11-26,לא,2024-11-30,ILS,אחר,אי-תלות,2025-09-30,4272.0,1.0,215.15,6732.0,1.0,14.4838,0.068822,0.000846
209,15217.0,"בנק דיסקונט לישראל בע""מ",520007030,ח.פ.,CALL001 דיסקונט 26.5.26,IL0006912120,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2026-05-26,לא,2025-05-27,ILS,אחר,אי-תלות,2025-09-30,2952.0,1.0,285.95,3274.0,1.0,9.36195,0.044484,0.000547
209,15217.0,בזק,520031931,ח.פ.,עסקת CALL בזק 29.01.26,IL0002300114,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2026-01-29,לא,2025-01-30,ILS,אחר,אי-תלות,2025-09-30,1357.5756,1.0,1676.27,634.7,1.0,10.63931,0.050554,0.000621
209,15217.0,"מימון ישיר מקבוצת ישיר(2006) בע""מ",513893123,ח.פ.,מימון ישיר 21.09.2026 CALL001,IL0001168186,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2026-09-21,לא,2025-09-21,ILS,אחר,אי-תלות,2025-09-30,45160.0,1.0,2.66,49390.0,1.0,1.31415,0.006244,7.6e-05
209,15217.0,"בנק הפועלים בע""מ",520000118,ח.פ.,26.09.2026 עסקת CALL פועלים,IL0006625771,ISIN,מניה,"חו""ל",ישראל,בנקים,מניות לרבות מדדי מניות,2026-09-26,לא,2025-09-26,ILS,אחר,אי-תלות,2025-09-30,6172.0,1.0,148.31,6732.0,1.0,9.98425,0.047441,0.000583
209,15217.0,"בנק לאומי לישראל בע""מ",520018078,ח.פ.,עסקת CALL001 לאומי 12.08.2026,IL0006046119,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2026-08-12,לא,2025-08-13,ILS,אחר,אי-תלות,2025-09-30,6157.0,1.0,218.29,6529.0,1.0,14.25203,0.06772,0.000832
209,15217.0,"מימון ישיר מקבוצת ישיר(2006) בע""מ",513893123,ח.פ.,מימון ישיר 26.03.2026 CALL001,IL0001168186,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2026-03-26,לא,2025-03-26,ILS,אחר,אי-תלות,2025-09-30,53970.0,1.0,0.4,49390.0,1.0,0.19844,0.000942,1.1e-05
209,15217.0,"בנק הפועלים בע""מ",520000118,ח.פ.,CALL001 פועלים 23.07.26,IL0006625771,ISIN,מניה,"חו""ל",ישראל,בנקים,מניות לרבות מדדי מניות,2026-07-23,לא,2025-07-24,ILS,אחר,אי-תלות,2025-09-30,6465.76,1.0,106.43,6732.0,1.0,7.16488,0.034045,0.000418
209,15217.0,Odysight.ai Inc,549300FBP1ANSJE5TE25,LEI,אפ לס ODYS US 31/03/2026,620080903,פנימי,מניה,"חו""ל","ארה""ב","Electronic Equipment, Instruments & Components",מניות לרבות מדדי מניות,2026-03-31,לא,2023-03-27,USD,אחר,אי-תלות,2025-09-30,1.15,1.0,42.57,0.608,3.306,0.00086,4e-06,0.0
209,15217.0,Odysight.ai Inc,549300FBP1ANSJE5TE25,LEI,אפ לס ODYS US 31/03/2026,620080901,פנימי,מניה,"חו""ל","ארה""ב","Electronic Equipment, Instruments & Components",מניות לרבות מדדי מניות,2026-03-31,לא,2022-03-18,USD,אחר,אי-תלות,2025-09-30,5.5,1.0,30.71,0.0,3.306,0.0,0.0,0.0
209,15218.0,"אחים דוניץ בע""מ",520038605,ח.פ.,אפ לס דוניץ 31.12.25,IL0004000100,ISIN,מניה,ישראל,ישראל,בנייה,מניות לרבות מדדי מניות,2025-12-31,לא,2025-01-24,ILS,אחר,אי-תלות,2025-09-30,272.5,0.01,486.49,1076.583553,1.0,5.2375,0.000228,1e-05
209,15218.0,"טופ גאם תעשיות בע""מ",513561399,ח.פ.,אפ לס טופ גאם 31.01.2027,IL0011791428,ISIN,מניה,ישראל,ישראל,פודטק,מניות לרבות מדדי מניות,2027-01-31,לא,2025-07-31,ILS,אחר,אי-תלות,2025-09-30,1025.0,0.01,9069.29,125.559153,1.0,11.38732,0.000497,2.2e-05
209,15218.0,"קבוצת אקרו בע""מ",511996803,ח.פ.,אפ לס אקרו 05.08.2026,IL0011849028,ISIN,מניה,ישראל,ישראל,בנייה,מניות לרבות מדדי מניות,2026-08-05,לא,2025-04-07,ILS,אחר,אי-תלות,2025-09-30,70.0,0.01,299.58,123.307002,1.0,0.3694,1.6e-05,0.0
209,15218.0,"רוטשטיין נדל""ן בע""מ",520039959,ח.פ.,אפ לס בכספת-רוטשטין 26.07.2026,IL0005390153,ISIN,מניה,ישראל,ישראל,בנייה,מניות לרבות מדדי מניות,2026-07-26,לא,2025-01-28,ILS,אחר,אי-תלות,2025-09-30,73.0,0.01,2380.34,2363.490861,1.0,56.25907,0.002456,0.00011
209,15218.0,"אנלייט אנרגיה מתחדשת בע""מ",520041146,ח.פ.,CALL001 אנלייט 17.12.2025,IL0007200111,ISIN,מניה,ישראל,ישראל,אנרגיה מתחדשת,מניות לרבות מדדי מניות,2025-12-17,לא,2024-12-18,ILS,אחר,אי-תלות,2025-09-30,5869.0,1.0,6435.05,10190.0,1.0,655.7316,0.028629,0.001289
209,15218.0,"אנלייט אנרגיה מתחדשת בע""מ",520041146,ח.פ.,CALL001 אנלייט 17.12.2025,IL0007200111,ISIN,מניה,ישראל,ישראל,אנרגיה מתחדשת,מניות לרבות מדדי מניות,2025-12-17,לא,2024-12-31,ILS,אחר,אי-תלות,2025-09-30,5869.0,1.0,19691.36,10190.0,1.0,2006.54973,0.087605,0.003946
209,15218.0,"סולאיר אנרגיות מתחדשות בע""מ",516046307,ח.פ.,אפ לס סולאיר סדרה א 25.12.2025,11722872,פנימי,מניה,ישראל,ישראל,אנרגיה מתחדשת,מניות לרבות מדדי מניות,2025-12-25,לא,2024-04-30,ILS,אחר,אי-תלות,2025-09-30,38.52,0.01,1249.47,788.722208,1.0,9.85489,0.00043,1.9e-05
209,15218.0,"סולאיר אנרגיות מתחדשות בע""מ",516046307,ח.פ.,אפ לס סולאיר סדרה ב 25.12.2027,11722873,פנימי,מניה,ישראל,ישראל,אנרגיה מתחדשת,מניות לרבות מדדי מניות,2027-12-25,לא,2024-04-30,ILS,אחר,אי-תלות,2025-09-30,45.63,0.01,1249.47,1109.37802,1.0,13.8614,0.000605,2.7e-05
209,15218.0,"כלל החזקות עסקי ביטוח בע""מ",520036120,ח.פ.,CALL001 כלל 15.07.26,IL0002240146,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2026-07-14,לא,2025-07-15,ILS,אחר,אי-תלות,2025-09-30,8629.0,1.0,3561.82,16970.0,1.0,604.44082,0.026389,0.001188
209,15218.0,"בנק לאומי לישראל בע""מ",520018078,ח.פ.,26.11.25 עסקת CALL לאומי,IL0006046119,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2025-11-26,לא,2024-12-31,ILS,אחר,אי-תלות,2025-09-30,4259.0,1.0,36718.6,6529.0,1.0,2397.35723,0.104668,0.004715
209,15218.0,"בנק לאומי לישראל בע""מ",520018078,ח.פ.,עסקת CALL001 לאומי 12.08.2026,IL0006046119,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2026-08-12,לא,2025-08-13,ILS,אחר,אי-תלות,2025-09-30,6157.0,1.0,23757.05,6529.0,1.0,1551.09769,0.06772,0.00305
209,15218.0,"בנק לאומי לישראל בע""מ",520018078,ח.פ.,26.09.26 עסקת CALL לאומי,IL0006046119,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2026-09-26,לא,2025-09-26,ILS,אחר,אי-תלות,2025-09-30,5965.0,1.0,29829.45,6529.0,1.0,1947.56461,0.08503,0.00383
209,15218.0,"בנק הפועלים בע""מ",520000118,ח.פ.,פועלים 03.07.2026 CALL001,IL0006625771,ISIN,מניה,"חו""ל",ישראל,בנקים,מניות לרבות מדדי מניות,2026-07-03,לא,2025-07-03,ILS,אחר,אי-תלות,2025-09-30,6300.0,1.0,14797.48,6732.0,1.0,996.16628,0.043492,0.001959
209,15218.0,"בנק דיסקונט לישראל בע""מ",520007030,ח.פ.,CALL001 דיסקונט 26.5.26,IL0006912120,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2026-05-26,לא,2025-05-27,ILS,אחר,אי-תלות,2025-09-30,2952.0,1.0,31120.75,3274.0,1.0,1018.89332,0.044484,0.002004
209,15218.0,בזק,520031931,ח.פ.,CALL001 בזק 26/05/2026,IL0002300114,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2026-05-26,לא,2025-05-27,ILS,אחר,אי-תלות,2025-09-30,551.6,1.0,131387.71,634.7,1.0,833.91782,0.036408,0.00164
209,15218.0,"בנק הפועלים בע""מ",520000118,ח.פ.,CALL001 פועלים 26.05.26,IL0006625771,ISIN,מניה,"חו""ל",ישראל,בנקים,מניות לרבות מדדי מניות,2026-05-26,לא,2025-05-27,ILS,אחר,אי-תלות,2025-09-30,5784.0,1.0,7071.52,6732.0,1.0,476.05441,0.020784,0.000936
209,15218.0,בזק,520031931,ח.פ.,עסקת CALL בזק 29.01.26,IL0002300114,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2026-01-29,לא,2025-01-30,ILS,אחר,אי-תלות,2025-09-30,1357.5756,1.0,182434.67,634.7,1.0,1157.91286,0.050554,0.002277
209,15218.0,"בנק הפועלים בע""מ",520000118,ח.פ.,עסקת פועלים CALL 18.09.26,IL0006625771,ISIN,מניה,"חו""ל",ישראל,בנקים,מניות לרבות מדדי מניות,2026-09-18,לא,2025-09-18,ILS,אחר,אי-תלות,2025-09-30,6415.0,1.0,24701.08,6732.0,1.0,1662.8764,0.072601,0.00327
209,15218.0,"בנק הפועלים בע""מ",520000118,ח.פ.,26.11.25 עסקת CALL פועלים,IL0006625771,ISIN,מניה,"חו""ל",ישראל,בנקים,מניות לרבות מדדי מניות,2025-11-26,לא,2024-11-30,ILS,אחר,אי-תלות,2025-09-30,4272.0,1.0,23415.35,6732.0,1.0,1576.32105,0.068822,0.0031
209,15218.0,"מימון ישיר מקבוצת ישיר(2006) בע""מ",513893123,ח.פ.,מימון ישיר 26.03.2026 CALL001,IL0001168186,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2026-03-26,לא,2025-03-26,ILS,אחר,אי-תלות,2025-09-30,53970.0,1.0,43.73,49390.0,1.0,21.59647,0.000942,4.2e-05
209,15218.0,"בנק הפועלים בע""מ",520000118,ח.פ.,עסקת CALL001 פועלים 12.08.2026,IL0006625771,ISIN,מניה,"חו""ל",ישראל,בנקים,מניות לרבות מדדי מניות,2026-08-12,לא,2025-08-13,ILS,אחר,אי-תלות,2025-09-30,6389.0,1.0,24614.2,6732.0,1.0,1657.02806,0.072345,0.003259
209,15218.0,"בנק הפועלים בע""מ",520000118,ח.פ.,26.09.2026 עסקת CALL פועלים,IL0006625771,ISIN,מניה,"חו""ל",ישראל,בנקים,מניות לרבות מדדי מניות,2026-09-26,לא,2025-09-26,ILS,אחר,אי-תלות,2025-09-30,6172.0,1.0,16141.12,6732.0,1.0,1086.62052,0.047441,0.002137
209,15218.0,"מימון ישיר מקבוצת ישיר(2006) בע""מ",513893123,ח.פ.,מימון ישיר 21.09.2026 CALL001,IL0001168186,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2026-09-21,לא,2025-09-21,ILS,אחר,אי-תלות,2025-09-30,45160.0,1.0,289.58,49390.0,1.0,143.02299,0.006244,0.000281
209,15218.0,"כלל החזקות עסקי ביטוח בע""מ",520036120,ח.פ.,CALL001 כלל 17.12.25,IL0002240146,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2025-12-17,לא,2024-12-22,ILS,אחר,אי-תלות,2025-09-30,8629.0,1.0,2895.79,16970.0,1.0,491.4153,0.021455,0.000966
209,15218.0,"בנק הפועלים בע""מ",520000118,ח.פ.,CALL001 פועלים 23.07.26,IL0006625771,ISIN,מניה,"חו""ל",ישראל,בנקים,מניות לרבות מדדי מניות,2026-07-23,לא,2025-07-24,ILS,אחר,אי-תלות,2025-09-30,6465.76,1.0,11583.15,6732.0,1.0,779.77791,0.034045,0.001533
209,15218.0,"ישראכרט בע""מ",510706153,ח.פ.,ישראכרט 07.05.2026 CALL001,IL0011574030,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2026-05-07,לא,2025-05-07,ILS,אחר,אי-תלות,2025-09-30,1699.0,1.0,6616.41,1338.0,1.0,88.52761,0.003865,0.000174
209,15218.0,"בנק לאומי לישראל בע""מ",520018078,ח.פ.,עסקת לאומי CALL 18.09.26,IL0006046119,ISIN,מניה,"חו""ל",ישראל,אשראי חוץ בנקאי,מניות לרבות מדדי מניות,2026-09-18,לא,2025-09-18,ILS,אחר,אי-תלות,2025-09-30,6235.0,1.0,25338.15,6529.0,1.0,1654.32774,0.072227,0.003254
209,15218.0,Odysight.ai Inc,549300FBP1ANSJE5TE25,LEI,אפ לס ODYS US 31/03/2026,620080901,פנימי,מניה,"חו""ל","ארה""ב","Electronic Equipment, Instruments & Components",מניות לרבות מדדי מניות,2026-03-31,לא,2022-03-18,USD,אחר,אי-תלות,2025-09-30,5.5,1.0,3342.67,0.0,3.306,0.0,0.0,0.0
209,15218.0,Odysight.ai Inc,549300FBP1ANSJE5TE25,LEI,אפ לס ODYS US 31/03/2026,620080903,פנימי,מניה,"חו""ל","ארה""ב","Electronic Equipment, Instruments & Components",מניות לרבות מדדי מניות,2026-03-31,לא,2023-03-27,USD,אחר,אי-תלות,2025-09-30,1.15,1.0,4633.26,0.608,3.306,0.09314,4e-06,0.0
209,2187.0,"רוטשטיין נדל""ן בע""מ",520039959,ח.פ.,אפ לס בכספת-רוטשטין 26.07.2026,IL0005390153,ISIN,מניה,ישראל,ישראל,בנייה,מניות לרבות מדדי מניות,2026-07-26,לא,2025-01-28,ILS,אחר,אי-תלות,2025-09-30,73.0,0.01,25527.0,2363.490861,1.0,603.3282,0.002456,4.5e-05
