Unnamed: 0,מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,מאפיין עיקרי,שם שותף כללי קרן השקעות,מספר מזהה שותף כללי קרן השקעות,סוג מספר מזהה שותף כללי קרן השקעות,שם קרן השקעה,מספר מזהה קרן השקעה,סוג מספר מזהה קרן השקעות,מטבע פעילות,תאריך העמדת התחייבות לקרן השקעה,סכום המחויבות הראשוני (במטבע הדיווח של קרן ההשקעה),"סכום המחויבות הראשוני (באלפי ש""ח)",יתרת המחויבות לתקופת הדיווח (במטבע הדיווח של קרן ההשקעה),"יתרת המחויבות לתקופת הדיווח (באלפי ש""ח)",שיעור יתרת המחויבות,תאריך פקיעת מחויבות להשקעה,Unnamed: 18
,168,12155.0,התחייבות להשקעה,Inflexion Buyout Fund VI GP Guernsey Limited,,,Inflexion Buyout Fund VI (No.2) LP,291231188.0,פנימי,GBP,2022-03-10,5248.0,23305.8432,2367.304989,10512.96473,0.451087,2032-03-31,
,168,12155.0,התחייבות להשקעה,"BPEA Private Equity GP VII, L.P.",,,Baring Asia Private Equity Fund VII,291231048.0,פנימי,USD,2018-12-20,990.859,3275.779854,373.82173,1235.85464,0.37727,2029-07-31,
,168,12155.0,התחייבות להשקעה,"NFX Capital Fund II GP, LLC",,,"NFX CAPITAL FUND II, LP",291231060.0,פנימי,USD,2019-05-30,412.858,1364.908548,20.031439,66.22394,0.048518,2029-05-30,
,168,12155.0,התחייבות להשקעה,"Vintage Secondary V GP, L.P.",,,Vintage Secondary V,291231172.0,פנימי,USD,2021-12-30,4080.0,13488.48,1489.80764,4925.30406,0.365148,2031-07-31,
,168,12155.0,התחייבות להשקעה,Alive Investments in Health and Technology Limited Partnership,,,"ALIVE ISRAEL HEALTHTECH FUND, LIMITED PARTNERSHIP",291231144.0,פנימי,USD,2021-07-13,3400.0,11240.4,486.2,1607.3772,0.143,2030-06-30,
,168,12155.0,התחייבות להשקעה,"ECV IL OPP GP II, L.P.",,,ECV IL OPP II L.P.,291231186.0,פנימי,USD,2022-02-28,1968.0,6506.208,810.15689,2678.37868,0.411665,2030-07-31,
,168,12155.0,התחייבות להשקעה,Hines HEVF 2 (GP) S.a r.l.,,,HEVF 2 SCSP,291231147.0,פנימי,EUR,2021-08-10,9517.5,36934.56225,901.082639,3496.8314,0.094676,2027-12-01,
,168,12155.0,התחייבות להשקעה,"Hamilton Lane Advisors, LLC",,,Hamilton Lane Secondary V,291231113.0,פנימי,USD,2021-01-31,6800.0,22480.8,3474.904189,11488.03325,0.511015,2031-01-31,
,168,12155.0,התחייבות להשקעה,KKR Associates Asia IV SCSp,,,KKR Asian Fund IV,291231136.0,פנימי,USD,2021-05-24,9520.0,31473.12,3981.12882,13161.61188,0.418185,2032-05-31,
,168,12155.0,התחייבות להשקעה,CPE Australia,,,דרך פנתיאון  CPEC 9 (CHAMP V),291231089.0,פנימי,AUD,2020-08-25,1711.994,3740.535691,1049.338271,2292.69919,0.612933,2030-04-30,
,168,12155.0,התחייבות להשקעה,Kedma Capital G.P G.P LTD,,,KEDMA CAPITAL PARTNERS IV LIMITED PARTNERSHIP,291231264.0,פנימי,USD,2023-10-24,3287.54,10868.60724,2318.06421,7663.52028,0.705106,2033-10-24,
,168,12155.0,התחייבות להשקעה,EQT Infrastructure V (General Partner) S.a r.l.,,,EQT Infrastructure VI (NO 1) EUR SCSp,291231283.0,פנימי,EUR,2024-06-26,4425.0,17172.0975,2485.78595,9646.58954,0.561759,2036-06-29,
,168,12155.0,התחייבות להשקעה,AAE1 GP LLP,,,ARJUN ALLIANCE EUROPE 1 LP,291231124.0,פנימי,EUR,2021-03-31,13600.0,52777.52,3.382799,13.12763,0.000248,2036-03-31,
,168,12155.0,התחייבות להשקעה,"OEP VII General Partner, L.P.",,,One Equity Partners VII,291231056.0,פנימי,USD,2019-03-31,1568.86,5186.65116,132.507888,438.07108,0.084461,2029-03-31,
,168,12155.0,התחייבות להשקעה,"Hamilton Lane Advisors, LLC",,,HAMILTON LANE STRATEGIC OPPORTUNITIES OFFSHORE FUND VIII LP,291231267.0,פנימי,USD,2023-12-07,8782.477,29034.868962,2462.418569,8140.75579,0.280378,2028-12-31,
,168,12155.0,התחייבות להשקעה,JAL Ventures Fund II,,,JAL II,291231125.0,פנימי,USD,2021-03-31,2536.787,8386.617822,687.89914,2274.19456,0.271169,2028-05-01,
,168,12155.0,התחייבות להשקעה,Be Aviv Debt Fund GP LLC,,,Be-Aviv Debt Fund Lp,291231159.0,פנימי,USD,2021-11-15,2487.24,8222.81544,935.349709,3092.26614,0.376059,2028-11-15,
,168,12155.0,התחייבות להשקעה,INFLEXION CO-INVEST III GP GUERNSEY LP,,,Inflexion Co-invest Taurus LP,25300018.0,פנימי,EUR,2024-11-13,3857.28,14968.946496,428.346221,1662.28318,0.111048,,
,168,12155.0,התחייבות להשקעה,Battery,,,"Battery vantures xiv , L.P",291231198.0,פנימי,USD,2022-05-09,6560.0,21687.36,2728.96,9021.94176,0.416,2032-02-24,
,168,12155.0,התחייבות להשקעה,Clearlake,,,Clearlake Capital Partners VII,291231179.0,פנימי,USD,2022-02-07,3936.0,13012.416,1118.58097,3698.02869,0.284192,2032-01-31,
,168,12155.0,התחייבות להשקעה,"General Catalyst Partners XI - Endurance, L.P.",,,General Catalyst Group XI – Endurance L.P.,291231161.0,פנימי,USD,2021-11-23,3999.999,13223.996694,119.697441,395.71974,0.029924,2031-10-31,
,168,12155.0,התחייבות להשקעה,"Mission Capital GP 6, L.P.",,,"Axiom Asia Co-investment Fund II, L.P.",291231123.0,פנימי,USD,2021-03-21,4080.0,13488.48,1893.129519,6258.68619,0.464002,2031-03-31,
,168,12155.0,התחייבות להשקעה,"STAGE ONE SPV GP, LIMITED PARTNERSHIP",,,"Stage One SPV CBBC , Limited Partnership",291231193.0,פנימי,USD,2022-04-26,837.574,2769.019644,8.07071,26.68177,0.009635,2031-04-25,
,168,12155.0,התחייבות להשקעה,ARBEL FUND 2 GP LIMITED PARTNERSHIP,,,ארבל 2,291231143.0,פנימי,ILS,2021-07-05,18076.5,18076.5,3895.18243,3895.18243,0.215483,2029-07-01,
,168,12155.0,התחייבות להשקעה,"GoldenTree Asset Management, LP",,,GoldenTree Distressed Co-Investment Fund III,291231085.0,פנימי,USD,2020-07-09,1764.942,5834.898252,391.81731,1295.34803,0.222,2027-03-31,
,168,12155.0,התחייבות להשקעה,LSV Fund GP (Cayman) Ltd.,,,VIVA Fund 2019 UH,291231050.0,פנימי,USD,2019-02-27,552.899,1827.884094,520.03382,1719.23181,0.940558,2029-12-31,
,168,12155.0,התחייבות להשקעה,TJC LP,,,"The Resolute Fund VI, L.P",291231268.0,פנימי,USD,2023-12-20,3097.5,10240.335,1855.613811,6134.65926,0.599068,2033-08-01,
,168,12155.0,התחייבות להשקעה,Starlight Canadian Residential Growth Fund II GP Inc,,,Starlight Canadian Residential Growth Fund II,291231083.0,פנימי,CAD,2020-06-10,2592.0,6154.704,0.004291,0.01019,1e-06,2026-06-25,
,168,12155.0,התחייבות להשקעה,"Hamilton Lane Advisors, LLC",,,Hamilton Lane Strategic Opportunities VI 2020,291231118.0,פנימי,USD,2021-02-25,13600.0,44961.6,1228.403079,4061.10058,0.090323,2026-02-28,
,168,12155.0,התחייבות להשקעה,Michelson Multifamily Fund GP II LLC,,,Michelson Multifamily REIT Fund QFPF,291231189.0,פנימי,USD,2022-04-04,2861.738,9460.905828,2197.776678,7265.8497,0.767986,2030-03-31,
,168,12155.0,התחייבות להשקעה,Greenfield Partners GP Fund III LP,,,Greenfield Partners Fund III LP,291231292.0,פנימי,USD,2024-10-01,3828.0,12655.368,2050.023829,6777.37878,0.535533,2035-01-16,
,168,12155.0,התחייבות להשקעה,Peregrine Ventures Growth General partner Limited Partnership,,,Peregrine Ventures Growth General Partner LP Limited Partnership,291231086.0,פנימי,USD,2020-07-09,2941.571,9724.833726,653.029549,2158.91569,0.222,2025-12-01,
,168,12155.0,התחייבות להשקעה,"STAGE ONE SPV GP, LIMITED PARTNERSHIP",,,Stage One S.P.V R.S Limited Partnership,291231131.0,פנימי,USD,2021-03-24,533.789,1764.706434,19.12823,63.23793,0.035834,2029-03-31,
,168,12155.0,התחייבות להשקעה,Blackstone Tactical Opportunities Management Associates (Cayman) L.P.,,,VIVA Fund 2019 LH2,291231051.0,פנימי,USD,2019-02-27,272.817,901.933002,257.224839,850.38532,0.942847,2029-12-31,
,168,12155.0,התחייבות להשקעה,PONTIFAX MEDISON FINANCE G.P L.P,,,Pontifax Medison Finance,291231054.0,פנימי,USD,2019-03-31,450.474,1489.267044,207.218018,685.06277,0.459999,2026-03-31,
,168,13303.0,התחייבות להשקעה,INFLEXION CO-INVEST III GP GUERNSEY LP,,,Inflexion Co-invest Taurus LP,25300018.0,פנימי,EUR,2024-11-13,91.14,353.686998,10.120991,39.27653,0.111048,,
,168,13303.0,התחייבות להשקעה,"Hamilton Lane Advisors, LLC",,,HAMILTON LANE STRATEGIC OPPORTUNITIES OFFSHORE FUND VIII LP,291231267.0,פנימי,USD,2023-12-07,373.549,1234.952994,104.73535,346.25507,0.280379,2028-12-31,
,168,13303.0,התחייבות להשקעה,ICG North American Private Debt (Offshore) GP LP,,,ICG North American Credit Partners Fund III LP,291231276.0,פנימי,USD,2024-03-28,805.0,2661.33,659.33065,2179.74713,0.819044,2034-07-10,
,168,13303.0,התחייבות להשקעה,The Access Fund GP,,,"The Access Fund, LP",291231300.0,פנימי,USD,2025-01-22,105.0,347.13,82.95,274.2327,0.79,2035-06-12,
,168,13303.0,התחייבות להשקעה,PGIF V GP .(Lux) S.r.l,,,Pantheon Global Infrastructure Fund V,291231304.0,פנימי,USD,2025-04-01,2250.0,7438.5,2250.0,7438.5,1.0,2035-12-31,
,168,13303.0,התחייבות להשקעה,Shaked Partners II G.P Ltd.,,,Shaked Partners II,291231256.0,פנימי,ILS,2023-06-06,735.819,735.819,623.37068,623.37068,0.847179,2030-06-06,
,168,13303.0,התחייבות להשקעה,Battery,,,"Battery vantures xiv , L.P",291231198.0,פנימי,USD,2022-05-09,155.0,512.43,64.48,213.17088,0.416,2032-02-24,
,168,13303.0,התחייבות להשקעה,"Francisco Partners VII GP Management, LLC",,,Francisco Partners VII,291231195.0,פנימי,USD,2022-05-08,179.53,593.52618,115.61731,382.23083,0.643999,2032-02-15,
,168,13303.0,התחייבות להשקעה,Greenfield Partners GP Fund III LP,,,Greenfield Partners Fund III LP,291231292.0,פנימי,USD,2024-10-01,720.0,2380.32,385.584419,1274.74209,0.535533,2035-01-16,
,168,13303.0,התחייבות להשקעה,"ECV IL GP IV, L.P.",,,ECV IL IV L.P.,291231185.0,פנימי,USD,2022-02-28,15.5,51.243,9.424879,31.15865,0.608056,2032-01-31,
,168,13303.0,התחייבות להשקעה,"ECV IL OPP GP II, L.P.",,,ECV IL OPP II L.P.,291231186.0,פנימי,USD,2022-02-28,46.5,153.729,19.142398,63.28477,0.411664,2030-07-31,
,168,13303.0,התחייבות להשקעה,Klirmark Fund IV (G.P) L.P,,,Klirmark Opportunity Fund IV,291231254.0,פנימי,ILS,2023-03-30,499.2,499.2,264.57608,264.57608,0.53,2031-03-30,
,168,13303.0,התחייבות להשקעה,Pantheon Private Debt GP S.a r.l.,,,Pantheon Private Debt PSD II USD Feeder (Luxembourg) SCSp,291231201.0,פנימי,USD,2022-05-18,103.817,343.219002,21.669891,71.64066,0.208731,2028-04-01,
,168,13303.0,התחייבות להשקעה,"SILVER LAKE TECHNOLOGY ASSOCIATES VII, L.P.",,,BLKPNDG-SILVER LAKE PARTNERS V,291231218.0,פנימי,USD,2022-09-29,278.913,922.086378,182.70235,604.01397,0.655051,2032-05-06,
,168,13303.0,התחייבות להשקעה,Inflexion Buyout Fund VI GP Guernsey Limited,,,Inflexion Buyout Fund VI (No.2) LP,291231188.0,פנימי,GBP,2022-03-10,124.0,550.6716,55.93481,248.4009,0.451087,2032-03-31,
,168,13303.0,התחייבות להשקעה,GPE X GP Limited Partnership,,,Advent International GPE X-B Limited Partnership,291231205.0,פנימי,EUR,2022-05-30,143.624,557.361657,64.913659,251.91044,0.451969,2032-04-28,
,168,13303.0,התחייבות להשקעה,Clearlake,,,Clearlake Capital Partners VII,291231179.0,פנימי,USD,2022-02-07,93.0,307.458,26.429879,87.37718,0.284192,2032-01-31,
,168,13303.0,התחייבות להשקעה,"Apollo Impact Mission Advisors, L.P.",,,"Apollo Global Securities, LLC",291231266.0,פנימי,USD,2023-12-12,555.081,1835.097786,3.568889,11.79875,0.006429,2028-12-15,
,168,13303.0,התחייבות להשקעה,PSC Credit IV GP S. r.l,,,PCS Credit IV (B) SCSp,291231278.0,פנימי,GBP,2024-03-28,1100.0,4884.99,403.716751,1792.86572,0.367015,2032-03-31,
,168,13303.0,התחייבות להשקעה,Klirmark Fund IV (G.P) L.P,,,"Klirmark Opportunity Fund IV, L.P._x000D_
",291231274.0,פנימי,ILS,2024-03-01,3130.0,3130.0,1658.9,1658.9,0.53,2031-03-30,
,168,13303.0,התחייבות להשקעה,Direct Lending Fund IV General Partner S.a r.l.,,,Arcmont Co-Invest (DLF IV),291231269.0,פנימי,EUR,2023-12-26,524.646,2035.993732,300.221449,1165.06938,0.572236,2033-12-31,
,168,13303.0,התחייבות להשקעה,EQT X (General Partner) S.a.r.l.,,,EQT X (No.1) EUR SCSp,291231257.0,פנימי,EUR,2023-06-14,116.48,452.023936,65.274159,253.30943,0.560389,2033-06-13,
,168,13303.0,התחייבות להשקעה,ICG Europe Fund IX GP LP SCSp,,,ICG Europe Fund IX Feeder SCSp,291231301.0,פנימי,EUR,2025-04-01,1942.5,7538.25975,1923.787308,7465.64141,0.990366,2035-03-31,
,168,13303.0,התחייבות להשקעה,EQT Infrastructure V (General Partner) S.a r.l.,,,EQT Infrastructure VI (NO 1) EUR SCSp,291231283.0,פנימי,EUR,2024-06-26,860.0,3337.402,483.11319,1874.81736,0.561759,2036-06-29,
,168,13303.0,התחייבות להשקעה,Genstar,,,GENSTAR CAPITAL PARTNERS XI L.P.,291231255.0,פנימי,USD,2023-04-26,133.12,440.09472,115.92071,383.23387,0.870798,2033-04-30,
,168,13303.0,התחייבות להשקעה,נוי אי. איי תשתיות ואנרגיה ג'י.פי,,,קרן  נוי 5 להשקעה בתשתיות ואנרגיה,291231291.0,פנימי,ILS,2024-09-30,3600.0,3600.0,3298.47855,3298.47855,0.916244,2036-09-30,
,168,13303.0,התחייבות להשקעה,"Greenfield Partners GP Fund II, L.P.",,,"Greenfield Partners Fund II, L.P.",291231175.0,פנימי,USD,2022-01-25,124.0,409.944,2.610499,8.63031,0.021052,2032-12-31,
,168,13303.0,התחייבות להשקעה,Water Street Healthcare Partners,,,Water Street Healthcare Partners V Parallel LP,291231209.0,פנימי,USD,2022-06-28,84.379,278.956974,47.008079,155.40871,0.557106,2032-04-15,
,168,13303.0,התחייבות להשקעה,"Thrive Partners VIII Growth GP, LLC",,,THRIVE CAPITAL PARTNERS VIII L.P.,291231181.0,פנימי,USD,2022-02-09,31.0,102.486,4.044171,13.37003,0.130457,2032-01-31,
,168,13303.0,התחייבות להשקעה,"TPG Growth GenPar V, L.P.",,,"TPG Growth VI, L.P.",291231282.0,פנימי,USD,2024-06-28,840.0,2777.04,525.201569,1736.31639,0.625239,2035-05-01,
,168,13303.0,התחייבות להשקעה,"Hamilton Lane Advisors, LLC",,,Hamilton Lane Strategic Opportunities VII,291231216.0,פנימי,USD,2022-08-24,330.327,1092.061062,47.254479,156.22331,0.143053,2027-09-10,
,168,13303.0,התחייבות להשקעה,TJC LP,,,"The Resolute Fund VI, L.P",291231268.0,פנימי,USD,2023-12-20,2009.0,6641.754,1203.52803,3978.86367,0.599068,2033-08-01,
,168,13303.0,התחייבות להשקעה,LCN European Fund IV GP S. r.l.,,,LCN European Fund IV SLP,291231272.0,פנימי,EUR,2024-03-24,820.0,3182.174,282.136959,1094.8889,0.344069,2031-03-24,
,168,13303.0,התחייבות להשקעה,Viola Credit ALF III GP L.P.,,,"Viola Credit ALF III (U) (2), L.P",291231294.0,פנימי,USD,2024-10-01,600.0,1983.6,186.0,614.916,0.31,2031-03-31,
,168,13303.0,התחייבות להשקעה,"RDF IV GP, LLC",,,Related Real Estate Debt 4,291231260.0,פנימי,USD,2023-06-29,155.824,515.154144,113.99101,376.85428,0.731536,2031-06-29,
,168,13303.0,התחייבות להשקעה,Hanaco Growth III GP LP,,,Hanaco Growth III,291231253.0,פנימי,USD,2023-03-30,116.48,385.08288,7.571188,25.03035,0.064999,2028-03-30,
,168,13303.0,התחייבות להשקעה,PGCO IV GP S.a r.l.,,,PGIF IV FEEDER (LUXEMBOURG) SCSP,291231262.0,פנימי,USD,2023-10-01,164.84,544.96104,50.196019,165.94804,0.304513,2033-09-25,
,168,13303.0,התחייבות להשקעה,"PPE General Partner VII, Ltd.",,,Patria/CBNA FBO,291231197.0,פנימי,USD,2022-05-09,155.0,512.43,63.384848,209.55031,0.408934,2032-03-22,
,168,13303.0,התחייבות להשקעה,Warburg Pincus,,,"Warburg Pincus Capital Solutions Founders Fund, L.P.",291231275.0,פנימי,USD,2024-04-01,920.0,3041.52,722.2,2387.5932,0.785,2033-04-30,
,168,13303.0,התחייבות להשקעה,OEP IX General Partner L.P.,,,"One Equity Partners IX-A, L.P.",291231279.0,פנימי,USD,2024-04-26,927.0,3064.662,656.088009,2169.02696,0.707754,2034-04-30,
,168,13303.0,התחייבות להשקעה,Reality Debt 2 General Partner Ltd,,,Reality Debt 2 General Partner Ltd,291231307.0,פנימי,ILS,2025-08-10,7770.0,7770.0,7770.0,7770.0,1.0,2033-08-10,
,168,13303.0,התחייבות להשקעה,"Lightspeed General Partner Opportunity Fund II, L.P",,,"Lightspeed Opportunity Fund II, L.P.",291231191.0,פנימי,USD,2022-04-06,155.0,512.43,3.1,10.2486,0.02,2032-03-01,
,168,13303.0,התחייבות להשקעה,GCP Investments IV Limited Partnership,,,"Glilot Capital Partners IV, LP.",291231182.0,פנימי,USD,2022-02-28,93.0,307.458,28.742138,95.02151,0.309055,2032-02-28,
,168,13303.0,התחייבות להשקעה,Iron Point-ICONIQ GP III L.P,,,"Blue Owl Digital Infrastructure Fund III-C, L.P.",291231289.0,פנימי,USD,2024-06-28,1080.0,3570.48,676.228699,2235.61208,0.626137,2034-04-14,
,168,13303.0,התחייבות להשקעה,"NFX Capital Opportunity Fund I GP, LP",,,NFX Capital Opportunity Fund I,291231177.0,פנימי,USD,2022-02-06,46.5,153.729,9.93931,32.85936,0.213748,2032-01-31,
,168,13303.0,התחייבות להשקעה,FATTAL PARTNERSHIP III GP LTD,,,Fattal Partnership III (International) LP,291231270.0,פנימי,EUR,2024-01-08,3587.5,13922.01125,2229.768729,8653.06351,0.621538,2033-01-08,
,168,13303.0,התחייבות להשקעה,Faropoint Industrial SLB Fund GP LP,,,"Faropoint Industrial SLB Fund Operating, LP",291231286.0,פנימי,USD,2024-07-23,955.0,3157.23,586.22075,1938.0458,0.613843,2031-07-23,
,168,13303.0,התחייבות להשקעה,Key1 Capital GP LP,,,Key1 Capital LP,291231208.0,פנימי,USD,2022-06-19,107.718,356.115708,54.936179,181.61901,0.509999,2030-06-29,
,168,13303.0,התחייבות להשקעה,Pantheon Private Debt GP S.a r.l.,,,PDPP PSD III USD Feeder (Lux) SCSP PSD III,291231293.0,פנימי,USD,2024-10-01,600.0,1983.6,468.75604,1549.70747,0.78126,2032-01-06,
,168,13303.0,התחייבות להשקעה,"Thrive Partners VIII GP, LLC",,,"THRIVE CAPITAL PARTNERS VIII GROWTH, L.P.",291231180.0,פנימי,USD,2022-02-09,155.0,512.43,4.64405,15.35323,0.029961,2032-01-31,
,168,13303.0,התחייבות להשקעה,Bessemer,,,Bessemer Venture Partners XII Insti,291231217.0,פנימי,USD,2022-09-29,83.674,276.626244,54.96833,181.7253,0.656934,2032-06-30,
,168,13303.0,התחייבות להשקעה,Greenlight Energy Ventures Limited Partnership,,,גרינלייט - ק. חוב,291231244.0,פנימי,ILS,2022-12-22,292.423,292.423,285.34639,285.34639,0.9758,2050-12-22,
,168,13303.0,התחייבות להשקעה,AAE2 GP LLP,,,ARJUN Infra 2 - OPS,291231228.0,פנימי,EUR,2022-11-02,393.643,1527.61039,3.155538,12.2457,0.008016,2037-07-18,
,168,13303.0,התחייבות להשקעה,FATTAL EUROPEAN PARTNERSHIP 2 GP LTD,,,FATTAL EUROPEAN PARTNERSHIP II LP,291231194.0,פנימי,EUR,2022-04-28,72.0,279.4104,2.30464,8.94362,0.032008,2032-04-14,
,168,13303.0,התחייבות להשקעה,Direct Lending Fund IV General Partner S.a r.l.,,,Arcmont Direct Lending IV (DLF IV),291231261.0,פנימי,EUR,2023-07-01,451.794,1753.276976,111.36657,432.18025,0.246498,2030-06-30,
,168,13303.0,התחייבות להשקעה,"TA ASSOCIATES XV GP, L.P.",,,TA Associates XV,291231258.0,פנימי,USD,2023-06-13,149.76,495.10656,113.817601,376.28099,0.76,2033-06-13,
,168,13303.0,התחייבות להשקעה,"Veritas Capital Partners VIII, L.L.C.",,,"THE VERITAS CAPITAL FUND VIII, L.P. - CITCO",291231219.0,פנימי,USD,2022-09-29,251.342,830.936652,36.016261,119.06976,0.143295,2032-03-16,
,168,13303.0,התחייבות להשקעה,SL Green,,,SLG Opportunities Debt Fund LP,291231295.0,פנימי,USD,2025-01-01,2072.0,6850.032,1880.856539,6218.11172,0.907749,2032-01-01,
